,wilcox_stat,wilcox_pval,cohens_d,adjusted_pval,metadata_r_id,rxn_name_long,subsystem,ind_in_original_recon,rxn_EC_number,genes_associated_with_rxn,rxn_formula,rxn_confidence
HSD17B2r_pos,29.0,0.09307359307359307,1.406791308566451,0.14338840646532955,HSD17B2r,17-beta-hydroxysteroid dehydrogenase,Steroid metabolism,2280,1.1.1.62,HSD17B2,"1.00 * proton [r] + 1.00 * Nicotinamide adenine dinucleotide - reduced [r] + 1.00 * androst-4-ene-3,17-dione [r] --> 1.00 * Nicotinamide adenine dinucleotide [r] + 1.00 * testosterone [r]
HSD17B2",4.0
HSD17B3r_pos,31.0,0.04112554112554113,1.5532879818643692,0.07481446260093551,HSD17B3r,testicular 17-beta-hydroxysteroid dehydrogenase,Steroid metabolism,6797,1.1.1.62,HSD17B3,"1.00 * proton [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [r] + 1.00 * androst-4-ene-3,17-dione [r] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [r] + 1.00 * testosterone [r]
HSD17B3",4.0
HSD17B7r_pos,5.0,0.04112554112554113,-1.4146917384300919,0.07481446260093551,HSD17B7r,testicular 17-beta-hydroxysteroid dehydrogenase,Steroid metabolism,2283,1.1.1.62,HSD17B7,"1.00 * proton [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [r] + 1.00 * estrone [r] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [r] + 1.00 * estradiol [r]
HSD17B7",4.0
HSD17B8r_pos,12.0,0.3939393939393939,-0.5699392562969868,0.4522313077868633,HSD17B8r,17-beta-hydroxysteroid dehydrogenase,Steroid metabolism,2284,1.1.1.62,HSD17B2,"1.00 * proton [r] + 1.00 * Nicotinamide adenine dinucleotide - reduced [r] + 1.00 * estrone [r] --> 1.00 * Nicotinamide adenine dinucleotide [r] + 1.00 * estradiol [r]
HSD17B2",4.0
HSD17B9r_pos,25.0,0.30952380952380953,0.9339625346452882,0.3675771713538545,HSD17B9r,17-beta-hydroxysteroid dehydrogenase (type 7),Steroid metabolism,2285,1.1.1.62,HSD17B7,"1.50 * O2 [r] + 1.00 * androsterone [r] + 1.00 * proton [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [r] --> 2.00 * Water [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate [r] + 1.00 * 16alpha-hydroxydehydroepiandrosterone [r]
HSD17B7",2.0
HSD3A1r_neg,24.0,0.3939393939393939,0.6615108976467259,0.4522313077868633,HSD3A1r,3 alpha-hydroxysteroid dehydrogenase (type 3),Steroid metabolism,2286,1.1.1.225,AKR1C6,"1.00 * proton [r] + 1.00 * Nicotinamide adenine dinucleotide - reduced [r] + 1.00 * 5alpha-androstane-3,17-dione [r] --> 1.00 * androsterone [r] + 1.00 * Nicotinamide adenine dinucleotide [r]
AKR1C6",4.0
HSD3A1r_pos,24.0,0.3939393939393939,0.6615108976467259,0.4522313077868633,HSD3A1r,3 alpha-hydroxysteroid dehydrogenase (type 3),Steroid metabolism,2286,1.1.1.225,AKR1C6,"1.00 * proton [r] + 1.00 * Nicotinamide adenine dinucleotide - reduced [r] + 1.00 * 5alpha-androstane-3,17-dione [r] --> 1.00 * androsterone [r] + 1.00 * Nicotinamide adenine dinucleotide [r]
AKR1C6",4.0
IDHPOXOX2b_pos,17.0,0.9372294372294373,0.17075793658173227,0.9521502117881079,IDHPOXOX2b,Iodide:hydrogen-peroxide oxidoreductase 2,Tyrosine metabolism,2314,1.11.1.8,TPO,"1.00 * 3-iodo-L-tyrosine [c] + 2.00 * Iodine [c] --> 1.00 * proton [c] + 1.00 * iodide [c] + 1.00 * 3,5-diiodo-L-tyrosine [c]
TPO",4.0
IDHPOXOX3_pos,20.0,0.8181818181818182,0.24874804964429453,0.8488277740748255,IDHPOXOX3,Iodide:hydrogen-peroxide oxidoreductase 3,Tyrosine metabolism,2315,1.11.1.8,TPO,"1.00 * Hydrogen peroxide [c] + 1.00 * 3-iodo-L-tyrosine [c] + 1.00 * 3,5-diiodo-L-tyrosine [c] --> 2.00 * Water [c] + 1.00 * 2-aminoacrylic acid [c] + 1.00 * 3,3',5-triiodo-L-thyronine [c]
TPO",4.0
IDHPOXOX4_pos,17.0,0.9372294372294373,0.1707584428248746,0.9521502117881079,IDHPOXOX4,Iodide:hydrogen-peroxide oxidoreductase 4,Tyrosine metabolism,2316,1.11.1.8,TPO,"1.00 * Hydrogen peroxide [c] + 2.00 * 3,5-diiodo-L-tyrosine [c] --> 2.00 * Water [c] + 1.00 * 2-aminoacrylic acid [c] + 1.00 * L-thyroxine [c]
TPO",4.0
IDHPOXOXb_pos,20.0,0.8181818181818182,0.24874476925006525,0.8488277740748255,IDHPOXOXb,Iodide:hydrogen-peroxide oxidoreductase,Tyrosine metabolism,2317,1.11.1.8,TPO,"2.00 * Iodine [c] + 1.00 * L-tyrosine [c] --> 1.00 * proton [c] + 1.00 * iodide [c] + 1.00 * 3-iodo-L-tyrosine [c]
TPO",4.0
IDOAASE1ly_pos,33.0,0.015151515151515152,1.7003819337279404,0.03587530451844748,IDOAASE1ly,"alpha-L-iduronidase, lysosomal",Heparan sulfate degradation,2318,3.2.1.76,IDUA,"1.00 * Water [l] + 1.00 * heparan sulfate, degradation product 4 [l] --> 1.00 * heparan sulfate, degradation product 5 [l] + 1.00 * L-iduronate [l]
IDUA",4.0
IDOAASE2ly_pos,33.0,0.015151515151515152,1.7003819337279542,0.03587530451844748,IDOAASE2ly,"alpha-L-iduronidase, lysosomal",Heparan sulfate degradation,2319,3.2.1.76,IDUA,"1.00 * Water [l] + 1.00 * heparan sulfate, degradation product 16 [l] --> 1.00 * L-iduronate [l] + 1.00 * heparan sulfate, degradation product 17 [l]
IDUA",4.0
IDOAASE3ly_pos,33.0,0.015151515151515152,1.7003819337279236,0.03587530451844748,IDOAASE3ly,"alpha-L-iduronidase, lysosomal",Heparan sulfate degradation,2320,3.2.1.76,IDUA,"1.00 * Water [l] + 1.00 * IdoA-beta-1,4-GlcNAc(3S)-alpha-1,4-GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose [l] --> 1.00 * L-iduronate [l] + 1.00 * GlcNAc(3S)-alpha-1,4-GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose [l]
IDUA",4.0
IDOAASE4ly_pos,34.0,0.008658008658008658,2.207570278860036,0.027356785609212793,IDOAASE4ly,"alpha-L-iduronidase, lysosomal",Chondroitin sulfate degradation,2321,3.2.1.76,IDUA,"1.00 * Water [l] + 1.00 * chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 3 [l] --> 1.00 * chondroitin sulfate A (GalNAc4S-GlcA), degradation product 3 [l] + 1.00 * L-iduronate [l]
IDUA",4.0
ILETA_neg,15.0,0.6991341991341992,-0.3054441143395653,0.7510586734055954,ILETA,isoleucine transaminase,"Valine, leucine, and isoleucine metabolism",2326,2.6.1.42,BCAT1,"1.00 * 2-Oxoglutarate [c] + 1.00 * L-isoleucine [c] --> 1.00 * L-glutamate(1-) [c] + 1.00 * 3-methyl-2-oxopentanoate [c]
BCAT1",4.0
ILETA_pos,36.0,0.0021645021645021645,2.6990363834519036,0.014494593198296903,ILETA,isoleucine transaminase,"Valine, leucine, and isoleucine metabolism",2326,2.6.1.42,BCAT1,"1.00 * 2-Oxoglutarate [c] + 1.00 * L-isoleucine [c] --> 1.00 * L-glutamate(1-) [c] + 1.00 * 3-methyl-2-oxopentanoate [c]
BCAT1",4.0
ILETAm_neg,36.0,0.0021645021645021645,2.6990363834524076,0.014494593198296903,ILETAm,"isoleucine transaminase, mitochondrial","Valine, leucine, and isoleucine metabolism",2327,2.6.1.42,BCAT2,"1.00 * 2-Oxoglutarate [m] + 1.00 * L-isoleucine [m] --> 1.00 * L-glutamate(1-) [m] + 1.00 * 3-methyl-2-oxopentanoate [m]
BCAT2",4.0
ILETAm_pos,34.0,0.008658008658008658,2.154435953142657,0.027356785609212793,ILETAm,"isoleucine transaminase, mitochondrial","Valine, leucine, and isoleucine metabolism",2327,2.6.1.42,BCAT2,"1.00 * 2-Oxoglutarate [m] + 1.00 * L-isoleucine [m] --> 1.00 * L-glutamate(1-) [m] + 1.00 * 3-methyl-2-oxopentanoate [m]
BCAT2",4.0
IMPC_neg,35.0,0.004329004329004329,2.746814935037143,0.018489166126961405,IMPC,IMP cyclohydrolase,Purine synthesis,2331,3.5.4.10,ATIC,"1.00 * Water [c] + 1.00 * IMP [c] --> 1.00 * 5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide [c]
ATIC",4.0
IMPC_pos,32.0,0.025974025974025976,1.7532526166036522,0.05113881883391865,IMPC,IMP cyclohydrolase,Purine synthesis,2331,3.5.4.10,ATIC,"1.00 * Water [c] + 1.00 * IMP [c] --> 1.00 * 5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide [c]
ATIC",4.0
IMPD_pos,32.0,0.025974025974025976,1.5507254439935454,0.05113881883391865,IMPD,IMP dehydrogenase,Nucleotide interconversion,2332,1.1.1.205,IMPDH1; IMPDH2,"1.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * IMP [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * Xanthosine 5'-phosphate [c]
IMPDH1; IMPDH2",4.0
INOSTO_pos,36.0,0.0021645021645021645,3.2759110663414597,0.014494593198296903,INOSTO,inositol oxygenase,Inositol phosphate metabolism,2333,1.13.99.1,MIOX,"1.00 * O2 [c] + 1.00 * myo-inositol [c] --> 1.00 * Water [c] + 1.00 * proton [c] + 1.00 * D-glucuronate [c]
MIOX",4.0
IPDDIx_pos,35.0,0.004329004329004329,2.455462952994295,0.018489166126961405,IPDDIx,isopentenyl-diphosphate D-isomerase,Cholesterol metabolism,2341,5.3.3.2,GM9745; IDI1,"1.00 * Isopentenyl diphosphate [x] --> 1.00 * Dimethylallyl diphosphate [x]
GM9745; IDI1",4.0
ITCOAL1m_neg,14.0,0.5887445887445888,-0.3219790589563798,0.6443817938689304,ITCOAL1m,"Itaconate--CoA ligase (GDP-forming), mitochondrial",C5-branched dibasic acid metabolism,2345,6.2.1.4,SUCLG1; SUCLG2,"1.00 * Coenzyme A [m] + 1.00 * GTP [m] + 1.00 * itaconate(2-) [m] --> 1.00 * hydrogenphosphate [m] + 1.00 * GDP [m] + 1.00 * itaconyl-CoA(5-) [m]
SUCLG1; SUCLG2",2.0
ITCOAL1m_pos,14.0,0.5887445887445888,-0.3219790589563798,0.6443817938689304,ITCOAL1m,"Itaconate--CoA ligase (GDP-forming), mitochondrial",C5-branched dibasic acid metabolism,2345,6.2.1.4,SUCLG1; SUCLG2,"1.00 * Coenzyme A [m] + 1.00 * GTP [m] + 1.00 * itaconate(2-) [m] --> 1.00 * hydrogenphosphate [m] + 1.00 * GDP [m] + 1.00 * itaconyl-CoA(5-) [m]
SUCLG1; SUCLG2",2.0
ITCOALm_neg,14.0,0.5887445887445888,-0.3219790589563798,0.6443817938689304,ITCOALm,"Itaconate--CoA ligase (ADP-forming), mitochondrial",C5-branched dibasic acid metabolism,2346,6.2.1.5,SUCLA2; SUCLG1,"1.00 * Coenzyme A [m] + 1.00 * ATP [m] + 1.00 * itaconate(2-) [m] --> 1.00 * ADP [m] + 1.00 * hydrogenphosphate [m] + 1.00 * itaconyl-CoA(5-) [m]
SUCLA2; SUCLG1",1.0
ITCOALm_pos,14.0,0.5887445887445888,-0.3219790589563798,0.6443817938689304,ITCOALm,"Itaconate--CoA ligase (ADP-forming), mitochondrial",C5-branched dibasic acid metabolism,2346,6.2.1.5,SUCLA2; SUCLG1,"1.00 * Coenzyme A [m] + 1.00 * ATP [m] + 1.00 * itaconate(2-) [m] --> 1.00 * ADP [m] + 1.00 * hydrogenphosphate [m] + 1.00 * itaconyl-CoA(5-) [m]
SUCLA2; SUCLG1",1.0
KAS8_pos,34.0,0.008658008658008658,2.6378295596913284,0.027356785609212793,KAS8,"b-ketoacyl synthetase (palmitate, n-C16:0)",Fatty acid synthesis,2349,2.3.1.85,ELOVL2; ELOVL5; ELOVL6; FASN,"20.00 * proton [c] + 14.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * Acetyl-CoA [c] + 7.00 * Malonyl-CoA [c] --> 6.00 * Water [c] + 14.00 * Nicotinamide adenine dinucleotide phosphate [c] + 7.00 * carbon dioxide [c] + 8.00 * Coenzyme A [c] + 1.00 * Hexadecanoate (n-C16:0) [c]
ELOVL2; ELOVL5; ELOVL6; FASN",4.0
KHK2_pos,34.0,0.008658008658008658,2.0066855649998714,0.027356785609212793,KHK2,ketohexokinase (D-xylulose),Glyoxylate and dicarboxylate metabolism,2354,2.7.1.3,KHK,"1.00 * ATP [c] + 1.00 * D-xylulose [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * D-Xylulose 1-phosphate [c]
KHK",4.0
KYN3OX_pos,36.0,0.0021645021645021645,3.311851535282929,0.014494593198296903,KYN3OX,kynurenine 3-monooxygenase,Tryptophan metabolism,2364,1.14.13.9,KMO,"1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * L-kynurenine [c] --> 1.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * 3-hydroxy-L-kynurenine [c]
KMO",4.0
KYNAKGAT_pos,12.0,0.3939393939393939,-0.6067997898479968,0.4522313077868633,KYNAKGAT,L-Kynurenine:2-oxoglutarate aminotransferase,Tryptophan metabolism,2365,2.6.1.7,AADAT; KYAT1,"1.00 * 2-Oxoglutarate [c] + 1.00 * L-kynurenine [c] --> 1.00 * L-glutamate(1-) [c] + 1.00 * 4-(2-aminophenyl)-2,4-dioxobutanoate [c]
AADAT; KYAT1",4.0
KYN_pos,28.0,0.13203463203463203,1.0091132078439875,0.17882093631157303,KYN,kynureninase,Tryptophan metabolism,2363,3.7.1.3,KYNU,"1.00 * Water [c] + 1.00 * L-kynurenine [c] --> 1.00 * proton [c] + 1.00 * L-alanine [c] + 1.00 * anthranilate [c]
KYNU",4.0
LALDO2x_pos,31.0,0.04112554112554113,1.390609679523934,0.07481446260093551,LALDO2x,D-Lactaldehyde:NAD+ 1-oxidoreductase,Pyruvate metabolism,2370,1.1.1.21,AKR7A5,"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * methylglyoxal [c] --> 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * (R)-lactaldehyde [c]
AKR7A5",4.0
LCADi_D_pos,5.0,0.04112554112554113,-1.599205311187731,0.07481446260093551,LCADi_D,lactaldehyde dehydrogenase,Pyruvate metabolism,2373,1.2.1.21,ALDH1A1; ALDH1A2; ALDH1A3; ALDH3A1; ALDH3A2; ALDH3B1; ALDH3B3; ALDH7A1; ALDH9A1,"1.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * (R)-lactaldehyde [c] --> 2.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * (R)-lactate [c]
ALDH1A1; ALDH1A2; ALDH1A3; ALDH3A1; ALDH3A2; ALDH3B1; ALDH3B3; ALDH7A1; ALDH9A1",2.0
LCADi_pos,30.0,0.06493506493506493,1.5274864914707325,0.10654457717729711,LCADi,lactaldehyde dehydrogenase,Pyruvate metabolism,2372,1.2.1.21,ALDH1A1; ALDH1A2; ALDH1A3; ALDH3A1; ALDH3A2; ALDH3B1; ALDH3B3; ALDH7A1; ALDH9A1,"1.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * (S)-lactaldehyde [c] --> 2.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * (S)-lactate [c]
ALDH1A1; ALDH1A2; ALDH1A3; ALDH3A1; ALDH3A2; ALDH3B1; ALDH3B3; ALDH7A1; ALDH9A1",2.0
LCAT1e_pos,31.0,0.04112554112554113,1.3322775438664947,0.07481446260093551,LCAT1e,Lecithin-cholesterol acyltransferase,Fatty acid oxidation,2376,2.3.1.43,LCAT,"1.00 * cholesterol [e] + 1.00 * Phosphatidylcholine [e] --> 1.00 * lysophosphatidylcholine [e] + 1.00 * cholesterol ester [e]
LCAT",4.0
LCYSTAT_pos,36.0,0.0021645021645021645,2.632549387942315,0.014494593198296903,LCYSTAT,L-Cysteate:2-oxoglutarate aminotransferase,Methionine and cysteine metabolism,2379,2.6.1.1,GOT1,"1.00 * L-cysteate(1-) [c] + 1.00 * 2-Oxoglutarate [c] --> 1.00 * L-glutamate(1-) [c] + 1.00 * 3-sulfonatopyruvate(2-) [c]
GOT1",2.0
LDH_D_neg,2.0,0.008658008658008658,-2.137283826022299,0.027356785609212793,LDH_D,D-lactate dehydrogenase,Pyruvate metabolism,2382,1.1.1.28,LDHD,"1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * (R)-lactate [c] --> 1.00 * proton [c] + 1.00 * pyruvate [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c]
LDHD",2.0
LDH_D_pos,1.0,0.004329004329004329,-2.2494312569299106,0.018489166126961405,LDH_D,D-lactate dehydrogenase,Pyruvate metabolism,2382,1.1.1.28,LDHD,"1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * (R)-lactate [c] --> 1.00 * proton [c] + 1.00 * pyruvate [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c]
LDHD",2.0
LEUTA_neg,14.0,0.5887445887445888,-0.2453815948634458,0.6443817938689304,LEUTA,leucine transaminase,"Valine, leucine, and isoleucine metabolism",2396,2.6.1.6,BCAT1,"1.00 * 2-Oxoglutarate [c] + 1.00 * L-leucine [c] --> 1.00 * L-glutamate(1-) [c] + 1.00 * 4-methyl-2-oxopentanoate [c]
BCAT1",4.0
LEUTA_pos,36.0,0.0021645021645021645,2.6990363834524076,0.014494593198296903,LEUTA,leucine transaminase,"Valine, leucine, and isoleucine metabolism",2396,2.6.1.6,BCAT1,"1.00 * 2-Oxoglutarate [c] + 1.00 * L-leucine [c] --> 1.00 * L-glutamate(1-) [c] + 1.00 * 4-methyl-2-oxopentanoate [c]
BCAT1",4.0
LEUTAm_neg,36.0,0.0021645021645021645,2.6990363834524076,0.014494593198296903,LEUTAm,"leucine transaminase, mitochondrial","Valine, leucine, and isoleucine metabolism",2397,2.6.1.6,BCAT2,"1.00 * 2-Oxoglutarate [m] + 1.00 * L-leucine [m] --> 1.00 * L-glutamate(1-) [m] + 1.00 * 4-methyl-2-oxopentanoate [m]
BCAT2",4.0
LEUTAm_pos,36.0,0.0021645021645021645,4.047185631693814,0.014494593198296903,LEUTAm,"leucine transaminase, mitochondrial","Valine, leucine, and isoleucine metabolism",2397,2.6.1.6,BCAT2,"1.00 * 2-Oxoglutarate [m] + 1.00 * L-leucine [m] --> 1.00 * L-glutamate(1-) [m] + 1.00 * 4-methyl-2-oxopentanoate [m]
BCAT2",4.0
LFORKYNHYD_pos,28.0,0.13203463203463203,1.00911320784388,0.17882093631157303,LFORKYNHYD,L-Formylkynurenine hydrolase,Tryptophan metabolism,2399,3.7.1.3,KYNU,"1.00 * Water [c] + 1.00 * N-formyl-L-kynurenine [c] --> 1.00 * proton [c] + 1.00 * L-alanine [c] + 1.00 * N-formylanthranilate [c]
KYNU",1.0
LGTHL_pos,18.0,1.0,0.20975181599761314,1.0,LGTHL,lactoylglutathione lyase,Pyruvate metabolism,2405,4.4.1.5,GLO1,"1.00 * methylglyoxal [c] + 1.00 * Reduced glutathione [c] --> 1.00 * (R)-S-lactoylglutathionate(1-) [c]
GLO1",4.0
LNELDCCPT1_pos,36.0,0.0021645021645021645,3.0199775560006112,0.014494593198296903,LNELDCCPT1,carnitine O-palmitoyltransferase,Fatty acid oxidation,2417,2.3.1.21,CPT1A; CPT1B; CPT1C,"1.00 * L-Carnitine [c] + 1.00 * linoelaidyl coenzyme A [c] --> 1.00 * Coenzyme A [c] + 1.00 * Linoelaidyl carnitine [c]
CPT1A; CPT1B; CPT1C",4.0
LNLCCPT1_pos,35.0,0.004329004329004329,2.093208718756503,0.018489166126961405,LNLCCPT1,carnitine O-palmitoyltransferase,Fatty acid oxidation,2421,2.3.1.21,CPT1A; CPT1B; CPT1C,"1.00 * L-Carnitine [c] + 1.00 * linoleic coenzyme A [c] --> 1.00 * Coenzyme A [c] + 1.00 * Linoleyl carnitine [c]
CPT1A; CPT1B; CPT1C",4.0
LNLNCACPT1_pos,35.0,0.004329004329004329,2.246561625359565,0.018489166126961405,LNLNCACPT1,carnitine O-palmitoyltransferase,Fatty acid oxidation,2425,2.3.1.21,CPT1A; CPT1B; CPT1C,"1.00 * L-Carnitine [c] + 1.00 * alpha-Linolenoyl-CoA [c] --> 1.00 * Coenzyme A [c] + 1.00 * alpha-linolenyl carnitine [c]
CPT1A; CPT1B; CPT1C",4.0
LNLNCGCPT1_pos,32.0,0.025974025974025976,1.704071097728706,0.05113881883391865,LNLNCGCPT1,carnitine O-palmitoyltransferase,Fatty acid oxidation,2429,2.3.1.21,CPT1A; CPT1B; CPT1C,"1.00 * L-Carnitine [c] + 1.00 * gamma-linolenoyl-CoA(4-) [c] --> 1.00 * Coenzyme A [c] + 1.00 * gamma-linolenyl carnitine [c]
CPT1A; CPT1B; CPT1C",4.0
LNLNCGCPT2_pos,32.0,0.025974025974025976,1.704071097728706,0.05113881883391865,LNLNCGCPT2,carnitine transferase,Fatty acid oxidation,2430,2.3.1.21,CPT2,"1.00 * Coenzyme A [m] + 1.00 * gamma-linolenyl carnitine [m] --> 1.00 * L-Carnitine [m] + 1.00 * gamma-linolenoyl-CoA(4-) [m]
CPT2",4.0
LNSTLSr_pos,36.0,0.0021645021645021645,2.4785518595482054,0.014494593198296903,LNSTLSr,lanosterol synthase,Cholesterol metabolism,2434,5.4.99.7,LSS,"1.00 * (S)-2,3-epoxysqualene [r] --> 1.00 * lanosterol [r]
LSS",2.0
LPCOXp_pos,36.0,0.0021645021645021645,4.004162807216491,0.014494593198296903,LPCOXp,"L-pipecolate oxidase, peroxisomal",Lysine metabolism,2437,1.5.3.7,PIPOX,"1.00 * L-pipecolic acid [x] + 1.00 * O2 [x] --> 1.00 * proton [x] + 1.00 * Hydrogen peroxide [x] + 1.00 * 1-piperideine-6-carboxylate [x]
PIPOX",4.0
LPS2_pos,19.0,0.9372294372294373,-0.10551455490600585,0.9521502117881079,LPS2,lipase,Triacylglycerol synthesis,2439,3.1.1.3,CEL; LPL,"1.00 * Water [c] + 1.00 * diglyceride [c] --> 1.00 * proton [c] + 1.00 * R total [c] + 1.00 * monoacylglycerol 2 [c]
CEL; LPL",4.0
LPS2e_pos,24.0,0.3939393939393939,0.61978887649015,0.4522313077868633,LPS2e,"lipase, extracellular",Fatty acid oxidation,2440,3.1.1.3,LIPC,"1.00 * Water [e] + 1.00 * diglyceride [e] --> 1.00 * proton [e] + 1.00 * monoacylglycerol 2 [e] + 1.00 * R total [e]
LIPC",2.0
LPS3_pos,30.0,0.06493506493506493,1.334690938871043,0.10654457717729711,LPS3,lipase,Triacylglycerol synthesis,2441,3.1.1.23,MGLL,"1.00 * Water [c] + 1.00 * monoacylglycerol 2 [c] --> 1.00 * proton [c] + 1.00 * R total 2 position [c] + 1.00 * Glycerol [c]
MGLL",4.0
LPS3e_pos,2.0,0.008658008658008658,-1.4382150280420019,0.027356785609212793,LPS3e,"lipase, extracellular",Fatty acid oxidation,2442,3.1.1.23,LIPC,"1.00 * Water [e] + 1.00 * monoacylglycerol 2 [e] --> 1.00 * proton [e] + 1.00 * Glycerol [e] + 1.00 * R total 2 position [e]
LIPC",2.0
LPS_pos,17.0,0.9372294372294373,0.010295603384732914,0.9521502117881079,LPS,lipase,Triacylglycerol synthesis,2438,3.1.1.3,CEL; LIPC; LPL; PNPLA3,"1.00 * Water [c] + 1.00 * triglyceride [c] --> 1.00 * proton [c] + 1.00 * R total 3 position [c] + 1.00 * diglyceride [c]
CEL; LIPC; LPL; PNPLA3",4.0
LPSe_pos,35.0,0.004329004329004329,2.262300134755493,0.018489166126961405,LPSe,lipase,Triacylglycerol synthesis,2444,3.1.1.3,LIPC; LIPF; LIPG; LPL; PNLIP; PNLIPRP1; PNLIPRP2,"1.00 * Water [e] + 1.00 * triglyceride [e] --> 1.00 * proton [e] + 1.00 * diglyceride [e] + 1.00 * R total 3 position [e]
LIPC; LIPF; LIPG; LPL; PNLIP; PNLIPRP1; PNLIPRP2",4.0
LSTO1r_pos,36.0,0.0021645021645021645,2.478551859548388,0.014494593198296903,LSTO1r,Lathosterol oxidase,Cholesterol metabolism,2449,1.3.3.2,SC5D,"1.00 * O2 [r] + 1.00 * proton [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [r] + 1.00 * 5alpha-cholesta-7,24-dien-3beta-ol [r] --> 2.00 * Water [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate [r] + 1.00 * 7-dehydrodesmosterol [r]
SC5D",4.0
LSTO2r_pos,36.0,0.0021645021645021645,2.4785518595483964,0.014494593198296903,LSTO2r,Lathosterol oxidase,Cholesterol metabolism,2450,1.3.3.2,CYP7A1; SC5D,"1.00 * O2 [r] + 1.00 * proton [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [r] + 1.00 * 5alpha-cholest-7-en-3beta-ol [r] --> 1.00 * cholesta-5,7-dien-3beta-ol [r] + 2.00 * Water [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate [r]
CYP7A1; SC5D",4.0
LTA4H_pos,0.0,0.0021645021645021645,-2.226714705625322,0.014494593198296903,LTA4H,Leukotriene A-4 hydrolase,Eicosanoid metabolism,2451,3.3.2.6,LTA4H,"1.00 * Water [c] + 1.00 * leukotriene A4(1-) [c] --> 1.00 * leukotriene B4(1-) [c]
LTA4H",4.0
LTC4Sr_pos,29.0,0.09307359307359307,1.2650601965931005,0.14338840646532955,LTC4Sr,Leukotriene C4 synthase,Eicosanoid metabolism,2453,4.4.1.20,LTC4S; MGST2; MGST3,"1.00 * Reduced glutathione [r] + 1.00 * leukotriene A4(1-) [r] --> 1.00 * leukotriene C4(2-) [r]
LTC4S; MGST2; MGST3",4.0
MACACI_pos,31.0,0.04112554112554113,1.4864269723080408,0.07481446260093551,MACACI,maleylacetoacetate isomerase,Tyrosine metabolism,2480,5.2.1.2,GSTZ1,"1.00 * 4-maleylacetoacetate [c] --> 1.00 * 4-fumarylacetoacetate(2-) [c]
GSTZ1",4.0
MACOXO_pos,32.0,0.025974025974025976,1.525052230634884,0.05113881883391865,MACOXO,3-Methylimidazole acetaldehyde:NAD+ oxidoreductase,Histidine metabolism,2481,1.2.1.5,ALDH1A3; ALDH3A1; ALDH3B1; ALDH3B3; MAOB,"1.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * 1-methylimidazole-4-acetaldehyde [c] --> 2.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * 3-Methylimidazoleacetic acid [c]
ALDH1A3; ALDH3A1; ALDH3B1; ALDH3B3; MAOB",4.0
MALT_pos,0.0,0.0021645021645021645,-2.696038289424697,0.014494593198296903,MALT,alpha-glucosidase,Starch and sucrose metabolism,2485,3.2.1.20,GAA; GANC; MGAM,"1.00 * Water [c] + 1.00 * Maltose [c] --> 2.00 * D-glucose [c]
GAA; GANC; MGAM",4.0
